crop,area1000hectares,production1000tonnes,irrigatedarea1000hectares,districtcode,year,statecode,state,nitrogenconsumptiontonnes,phosphateconsumptiontonnes,potashconsumptiontonnes,district,rf,salinity
Pigeonpea,NA,NA,NA,23,2017,6,madhya pradesh,19578,13081,371,shivpuri,97.42000039999999,0.234281321
Pigeonpea,NA,NA,NA,24,2017,6,madhya pradesh,29620,22561,315,guna,130.5379982,0
Pigeonpea,NA,NA,NA,25,2017,6,madhya pradesh,21273,7790,249,datia,82.1801562,7.39401972
Pigeonpea,20.610001,21.42,3.8800001,26,2017,6,madhya pradesh,49982,18447,680,morena,91.862,1.992025151
Pigeonpea,2.73,2.0599999,0,27,2017,6,madhya pradesh,28195,14286,258,bhind,93.0140002,9.704449373
Pigeonpea,2.55,3.8499999,0,28,2017,6,madhya pradesh,39595,20470,5622,indore,146.27000198,0.046443486
Pigeonpea,4.8000002,6.8200002,0,29,2017,6,madhya pradesh,35385,17110,4806,ratlam,162.3799974,5.433769244
Pigeonpea,0.87,0.66000003,0,30,2017,6,madhya pradesh,42030,30956,5569,ujjain,159.79599802,8.159691036
Pigeonpea,3.3,2.47,0,31,2017,6,madhya pradesh,43079,20401,6526,mandsaur,186.7980004008,9.485868506
Pigeonpea,9,10.89,0,32,2017,6,madhya pradesh,27680,15628,3499,dewas,130.34000204,1.117636308
Pigeonpea,7.5599999,11.19,0.050000001,33,2017,6,madhya pradesh,66096,32417,7376,dhar,150.002,0.253968898
Pigeonpea,8.6000004,8.6099997,0,34,2017,6,madhya pradesh,31046,8329,1223,jhabua,171.3199978,0.118634386
Pigeonpea,14.7,18.469999,0,37,2017,6,madhya pradesh,63904,34186,1417,sehore,161.75399794,0
Pigeonpea,33.700001,34.240002,0,38,2017,6,madhya pradesh,40839,23884,876,raisen,172.3180002,0
Pigeonpea,7.3000002,8.3199997,0,39,2017,6,madhya pradesh,23628,20800,801,vidisha,158.76000196,0
Pigeonpea,28.200001,33.330002,0,40,2017,6,madhya pradesh,32640,10643,1553,betul,141.0400004,0
Pigeonpea,6.1599998,7.4400001,0,41,2017,6,madhya pradesh,35199,21501,1209,rajgarh,151.856004,0
Pigeonpea,5.0999999,4.2199998,0,42,2017,6,madhya pradesh,27278,21798,3008,shajapur,151.51200402,0
Pigeonpea,18,26.450001,0,43,2017,6,madhya pradesh,87707,51050,5087,hoshangabad,170.604,0
Pigeonpea,1.15,0.73000002,0,44,2017,1,andhra pradesh,55301,19214,13016,srikakulam,157.8360008,0
Pigeonpea,2.0699999,1.11,0,45,2017,1,andhra pradesh,48118,9836,7491,visakhapatnam,NA,NA
Pigeonpea,2.3099999,0.88,0,46,2017,1,andhra pradesh,84246,30862,28384,east godavari,184.89883,0
Pigeonpea,0.19,0.11,0.050000001,47,2017,1,andhra pradesh,106191,49578,46863,west godavari,172.00179,0
Pigeonpea,2.28,3.0999999,0,48,2017,1,andhra pradesh,84529,39105,20768,krishna,141.00999960000001,11.94890312
Pigeonpea,68.230003,47.470001,0.82999998,49,2017,1,andhra pradesh,173584,89900,25004,guntur,120.1840024,16.86394141
Pigeonpea,34.119999,13.61,0,50,2017,1,andhra pradesh,98386,38207,20817,s.p.s. nellore,NA,NA
Pigeonpea,79.379997,34.220001,1.59,51,2017,1,andhra pradesh,140564,80498,24777,kurnool,90.3740004,12.74332121
Pigeonpea,72.809998,14.13,0.029999999,52,2017,1,andhra pradesh,38288,26127,12070,ananthapur,NA,NA
Pigeonpea,8.96,2.7,0.11,53,2017,1,andhra pradesh,47161,24126,12776,kadapa ysr,NA,NA
Pigeonpea,8.0100002,2.04,0.039999999,54,2017,1,andhra pradesh,43320,15960,8962,chittoor,115.82000020000001,2.652205203
Pigeonpea,56.82,42.439999,0,55,2017,20,telangana,29965,15280,10357,hyderabad,217.338,0
Pigeonpea,7.23,7.8899999,0,56,2017,20,telangana,93054,30033,11208,nizamabad,164.180004,1.724911466
Pigeonpea,30.83,24.6,0,57,2017,20,telangana,13194,8958,2670,medak,179.112002,1.005789909
Pigeonpea,142.96001,113.07,0,58,2017,20,telangana,74046,35010,8556,mahabubnagar,142.220752,17.58192712
Pigeonpea,26.860001,16.110001,0,59,2017,20,telangana,33043,14763,5605,nalgonda,137.772004,15.80632803
Pigeonpea,9.1700001,9.1499996,0.003,60,2017,20,telangana,122203,31481,16202,warangal,180.102,NA
Pigeonpea,4.8000002,4.0500002,0.013,61,2017,20,telangana,15181,8795,3643,khammam,171.039998,31.33744182
Pigeonpea,4.6799998,3.26,0.0070000002,62,2017,20,telangana,12532,5973,1849,karimnagar,146.0600002,11.12488977
Pigeonpea,47.009998,43.189999,0,63,2017,20,telangana,59648,13502,6270,adilabad,143.7000018,0.454825911
Pigeonpea,5.3200002,4.1300001,0.18000001,64,2017,5,karnataka,37554,15679,5330,bangalore,NA,NA
Pigeonpea,13.02,13.83,1.14,65,2017,5,karnataka,29931,18362,7165,kolar,161.5139998,0.086816909
Pigeonpea,10.96,2.8699999,3.3399999,66,2017,5,karnataka,24548,13290,6346,tumkur,NA,NA
Pigeonpea,2.8099999,2.26,0.27000001,67,2017,5,karnataka,46920,23006,18188,mysore,NA,NA
Pigeonpea,1.05,0.68000001,0.0099999998,68,2017,5,karnataka,49044,13855,9299,mandya,111.8459986,0.102585889
Pigeonpea,1.62,1.27,0,69,2017,5,karnataka,32894,19091,15439,hassan,134.8999998,0.025147948
Pigeonpea,21.48,18.540001,0.55000001,72,2017,5,karnataka,63447,36388,13890,chitradurga,107.3119996,5.517792473
Pigeonpea,9.3599997,7.6900001,1.54,73,2017,5,karnataka,70669,37463,13491,bellary,NA,NA
Pigeonpea,5.4699998,3.76,0.28999999,74,2017,5,karnataka,62588,31066,12903,dharwad,101.1859994,63.78398811
Pigeonpea,6.2800002,4.2800002,0.12,75,2017,5,karnataka,92878,39229,33264,belgaum,NA,NA
Pigeonpea,285.57001,175.61,31.209999,76,2017,5,karnataka,73977,37407,23520,bijapur / vijayapura,NA,NA
Pigeonpea,78.68,129.91,0,77,2017,5,karnataka,10275,8497,2388,bidar,182.3059998,2.144761905
Pigeonpea,55.439999,36.919998,1.01,78,2017,5,karnataka,115832,62617,22756,raichur,137.07199980000001,40.20297263
Pigeonpea,386.84,436.87,8.3699999,79,2017,5,karnataka,70290,46001,12551,gulbarga / kalaburagi,NA,NA
Pigeonpea,NA,NA,NA,80,2017,5,karnataka,9700,6090,9147,dakshina kannada,330.291996,0.02462354
Pigeonpea,NA,NA,NA,81,2017,5,karnataka,8781,4050,3845,uttara kannada,188.917998,0.370385583
Pigeonpea,NA,NA,NA,82,2017,5,karnataka,19657,11983,13550,kodagu / coorg,NA,NA
Pigeonpea,0.23,0.25,0.011,84,2017,11,tamil nadu,85137,31903,28361,south arcot / cuddalore,NA,NA
Pigeonpea,11.05,13.32,0.028000001,85,2017,11,tamil nadu,68430,23100,18324,north arcot / vellore,NA,NA
Pigeonpea,19.77,22.950001,0.0040000002,86,2017,11,tamil nadu,46708,30730,23106,salem,103.4600002,1.03138624
Pigeonpea,0.77999997,0.85000002,0.0020000001,87,2017,11,tamil nadu,26117,14250,21215,coimbatore,94.0090166,7.470587913
Pigeonpea,9.6700001,7.8000002,0.0089999996,88,2017,11,tamil nadu,68490,25236,26076,tiruchirapalli / trichy,NA,NA
Pigeonpea,0.50999999,0.52999997,0.0020000001,89,2017,11,tamil nadu,70852,27786,27935,thanjavur,96.4236164,49.72568708
Pigeonpea,6.2399998,7.02,0.0049999999,90,2017,11,tamil nadu,34392,15902,13182,madurai,69.93800018,31.60176581
Pigeonpea,0.75,0.81999999,0.12,91,2017,11,tamil nadu,40673,6659,3086,ramananthapuram,NA,NA
Pigeonpea,0.029999999,0.039999999,0.001,92,2017,11,tamil nadu,27878,10765,7054,thirunelveli,NA,NA
Pigeonpea,NA,NA,NA,93,2017,11,tamil nadu,4848,1399,1900,the nilgiris,92.3812726,0
Pigeonpea,NA,NA,NA,94,2017,11,tamil nadu,9769,3667,2443,kanyakumari,NA,NA
Pigeonpea,2.5,1.2,0,96,2017,7,maharashtra,16562,2610,2021,thane,672.479998,2.603828331
Pigeonpea,0.30000001,0.2,0,97,2017,7,maharashtra,8955,1235,1219,raigad,732.2040079999999,6.553890926
Pigeonpea,NA,NA,NA,98,2017,7,maharashtra,11045,3303,2364,ratnagiri,715.059992,0.942008525
Pigeonpea,30.9,20.9,0,100,2017,7,maharashtra,74311,30280,28300,dhule,45.4260002,1.993371106
Pigeonpea,19.5,14.4,0,101,2017,7,maharashtra,96772,47696,74158,jalgaon,148.14599859999998,11.39637414
Pigeonpea,15.7,15.6,0,102,2017,7,maharashtra,105164,66273,41883,ahmednagar,329.434006,2.882446944
Pigeonpea,2,1.3,0,103,2017,7,maharashtra,97238,48290,34456,pune,806.091992,1.139323747
Pigeonpea,1.7,0.30000001,0,104,2017,7,maharashtra,49264,25804,19926,satara,873.922,0.486302781
Pigeonpea,7.4000001,2.2,0,105,2017,7,maharashtra,54620,27950,24678,sangli,416.236004,3.064618315
Pigeonpea,29.799999,18.700001,0,106,2017,7,maharashtra,101756,49267,38343,solapur,206.251996,3.721281441
Pigeonpea,2,0.30000001,0,107,2017,7,maharashtra,70996,31024,30580,kolhapur,658.548004,1.226774015
Pigeonpea,118.3,95.199997,0,108,2017,7,maharashtra,136182,72462,41774,aurangabad,143.555394,0.870511425
Pigeonpea,130.3,142,0,109,2017,7,maharashtra,52514,39238,16574,parbhani,146.1640002,0
Pigeonpea,92.599998,52.200001,0,110,2017,7,maharashtra,60321,41388,21125,beed,153.7980024,0
Pigeonpea,77.199997,67.900002,0,111,2017,7,maharashtra,75364,56691,30042,nanded,184.674002,0.23905484
Pigeonpea,181.60001,189.5,0,112,2017,7,maharashtra,57017,50445,19119,osmanabad,140.4739998,0.061651055
Pigeonpea,76.190002,47.790001,0,113,2017,7,maharashtra,46834,37943,13656,buldhana,62.4000012,2.436014768
Pigeonpea,113.71,78.779999,0,114,2017,7,maharashtra,34359,30699,10789,akola,54.07904562,7.86291722
Pigeonpea,112.3,111.1,0,115,2017,7,maharashtra,35041,25616,13467,amarawati,NA,NA
Pigeonpea,88.540001,100.64,0,117,2017,7,maharashtra,30404,21073,16426,wardha,159.1559962,0
Pigeonpea,65.970001,73.980003,0,118,2017,7,maharashtra,50667,30322,10873,nagpur,189.2379996,0
Pigeonpea,18.66,19.889999,0,119,2017,7,maharashtra,39166,17288,2044,bhandara,181.855998,0
Pigeonpea,45.73,59.599998,0,120,2017,7,maharashtra,56306,27211,6878,chandrapur,168.75,0.028132066
Pigeonpea,2.1300001,2.6500001,0.175,121,2017,3,gujarat,94632,24161,2928,ahmedabad,NA,NA
Pigeonpea,2.1300001,2.6400001,1.3,122,2017,3,gujarat,47379,24276,2811,amreli,NA,27.80520836
Pigeonpea,1.0700001,2.48,0,123,2017,3,gujarat,120126,36046,12799,banaskantha,NA,NA
Pigeonpea,92.889999,92.800003,10,124,2017,3,gujarat,45972,10291,10661,bharuch,155.5539994,47.63096805
Pigeonpea,67.5,99.080002,41.900002,125,2017,3,gujarat,77898,14371,8959,vadodara / baroda,NA,NA
Pigeonpea,1.65,2.0599999,0.32499999,126,2017,3,gujarat,62843,29291,5417,bhavnagar,114.2426294,44.3074253
Pigeonpea,9.3400002,11.24,4.5,127,2017,3,gujarat,31633,10840,9019,valsad,441.894022,2.452587927
Pigeonpea,2.95,3.6700001,0,128,2017,3,gujarat,503,107,56,dangs,NA,NA
Pigeonpea,3.8,4.7199998,0.69999999,129,2017,3,gujarat,46817,29139,4865,jamnagar,137.955996,17.3893176
Pigeonpea,1.77,2.2,1,130,2017,3,gujarat,64706,33437,7048,junagadh,NA,16.38507966
Pigeonpea,1.98,2.9300001,0.45300001,131,2017,3,gujarat,128342,16619,7165,kheda,106.1998883472,8.393974429
Pigeonpea,3.1800001,3.95,1.6,135,2017,3,gujarat,108519,54681,12824,rajkot,162.52487968,0.471389363
Pigeonpea,15.28,15.08,0,136,2017,3,gujarat,81747,23767,14109,sabarkantha,NA,NA
Pigeonpea,30.120001,37.439999,8,137,2017,3,gujarat,80074,30311,27213,surat,210.3320058,17.13575214
Pigeonpea,0.25,0.31,0,138,2017,3,gujarat,83525,31749,2648,surendranagar,174.90200039996,47.37891282
Pigeonpea,NA,NA,NA,139,2017,10,rajasthan,10572,6290,62,ajmer,95.680000002,27.88060649
Pigeonpea,0.82999998,0.89999998,0.56,140,2017,10,rajasthan,37580,5713,1337,alwar,106.282002006,0.81667436
Pigeonpea,6.29,6.02,0,141,2017,10,rajasthan,32995,5817,500,banswara,10.646000218,0
Pigeonpea,NA,NA,NA,142,2017,10,rajasthan,12912,2366,281,barmer,140.836001798,1.063863302
Pigeonpea,0.43000001,0.67000002,0,143,2017,10,rajasthan,61795,20378,599,bharatpur,91.813998204,1.399002977
Pigeonpea,0.02,0.029999999,0,144,2017,10,rajasthan,22307,5226,239,bhilwara,104.436000206,49.76963879
Pigeonpea,NA,NA,NA,145,2017,10,rajasthan,22487,10645,232,bikaner,55.874001799999995,1.039775124
Pigeonpea,NA,NA,NA,146,2017,10,rajasthan,40163,12315,382,bundi,100.891999802,0.45908667
Pigeonpea,0.1,0.14,0,147,2017,10,rajasthan,45171,17017,1479,chittorgarh,112.636001206,0.395399888
Pigeonpea,NA,NA,NA,148,2017,10,rajasthan,8065,1810,39,churu,67.5140006,1.570908906
Pigeonpea,1.3200001,1.02,0,149,2017,10,rajasthan,6142,858,73,dungarpur,12.636000339999999,0
Pigeonpea,0.13,0.19,0.13,150,2017,10,rajasthan,137173,58094,5526,ganganagar,86.988002,2.28452903
Pigeonpea,0.090000004,0.059999999,0,151,2017,10,rajasthan,60575,22655,1213,jaipur,68.215999,11.70924672
Pigeonpea,NA,NA,NA,152,2017,10,rajasthan,7838,3190,82,jaisalmer,47.014000206000006,0.69657652
Pigeonpea,NA,NA,NA,153,2017,10,rajasthan,29682,6176,1501,jalore,270.376000398,23.49586326
Pigeonpea,0.14,0.12,0,154,2017,10,rajasthan,30476,14084,346,jhalawar,139.684000006,0.072560402
Pigeonpea,NA,NA,NA,156,2017,10,rajasthan,35672,17058,1783,jodhpur,52.121999606,1.93776392
Pigeonpea,0.02,0.0099999998,0,157,2017,10,rajasthan,82586,36328,1863,kota,106.835998202,0.214777129
Pigeonpea,NA,NA,NA,158,2017,10,rajasthan,24470,13532,1394,nagaur,65.2760008,2.442048603
Pigeonpea,0.059999999,0.029999999,0,159,2017,10,rajasthan,13748,11119,604,pali,117.970001606,53.93162343
Pigeonpea,0.25,0.25,0.02,160,2017,10,rajasthan,39972,12592,332,swami madhopur,NA,NA
Pigeonpea,NA,NA,NA,161,2017,10,rajasthan,15594,5243,286,sikar,61.001999,3.325295158
Pigeonpea,NA,NA,NA,162,2017,10,rajasthan,14531,4303,406,sirohi,269.4599998,7.913595042
Pigeonpea,NA,NA,NA,163,2017,10,rajasthan,22553,9945,209,tonk,77.9079998,2.490306499
Pigeonpea,2.71,3.21,0,164,2017,10,rajasthan,34494,10333,2659,udaipur,60.822002401999995,0.189476333
Pigeonpea,NA,NA,NA,165,2017,9,punjab,87626,16847,2293,gurdaspur,2.7059999998,0.115601796
Pigeonpea,0.5,0.5,0.5,166,2017,9,punjab,137546,37153,5623,amritsar,4.07400019996,2.620032594
Pigeonpea,NA,NA,NA,167,2017,9,punjab,43368,6625,2281,kapurthala,8.0319999998,13.36971351
Pigeonpea,0.30000001,0.30000001,0.30000001,168,2017,9,punjab,84815,29066,4517,jalandhar,7.343999597960001,0
Pigeonpea,NA,NA,NA,169,2017,9,punjab,55772,21295,3397,hoshiarpur,5.08999999576,5.393188916
Pigeonpea,0.1,0.1,0.1,170,2017,9,punjab,27850,8908,2929,roopnagar / ropar,NA,NA
Pigeonpea,0.60000002,0.60000002,0.60000002,171,2017,9,punjab,167082,26004,2370,ludhiana,1.2599999779600002,0.650642988
Pigeonpea,0.60000002,0.69999999,0.60000002,172,2017,9,punjab,234282,61477,8041,ferozpur,NA,NA
Pigeonpea,0.1,0.1,0.1,174,2017,9,punjab,187996,33795,9297,bhatinda,NA,NA
Pigeonpea,0.30000001,0.30000001,0.30000001,175,2017,9,punjab,139068,36351,4210,sangrur,0.5499999999199999,0.4048583
Pigeonpea,0.1,0.1,0.1,176,2017,9,punjab,158811,21365,6382,patiala,2.2170199723999997,3.11327832
Pigeonpea,NA,NA,NA,177,2017,4,haryana,294303,93574,14466,hissar,NA,NA
Pigeonpea,NA,NA,NA,180,2017,4,haryana,86086,26452,4543,gurgaon,NA,NA
Pigeonpea,NA,NA,NA,181,2017,4,haryana,100027,22141,4945,jind,61.704208,62.86878792
Pigeonpea,NA,NA,NA,182,2017,4,haryana,69467,28506,3232,mahendragarh / narnaul,NA,NA
Pigeonpea,NA,NA,NA,183,2017,4,haryana,110935,24676,5835,ambala,92.145477,0
Pigeonpea,NA,NA,NA,184,2017,4,haryana,269227,53753,9657,karnal,79.176109,96.5954103
Pigeonpea,NA,NA,NA,186,2017,4,haryana,119225,31168,3532,rohtak,66.206429,23.60847211
Pigeonpea,NA,NA,NA,189,2017,12,uttar pradesh,74705,22791,3929,saharanpur,118.458,26.1007569
Pigeonpea,0.059999999,0.039999999,0.021,190,2017,12,uttar pradesh,61628,22361,4033,muzaffarnagar,89.6640006,0
Pigeonpea,5.5100002,9.1499996,2.4779999,191,2017,12,uttar pradesh,126304,42423,8036,meerut,87.90199940000001,0
Pigeonpea,6.5999999,5.8499999,6.5999999,192,2017,12,uttar pradesh,75318,29161,6014,buland shahar,NA,NA
Pigeonpea,10.43,7.9499998,10.43,194,2017,12,uttar pradesh,147208,53176,14941,aligarh,95.96799800000001,63.80477885
Pigeonpea,1.28,0.94999999,1.28,195,2017,12,uttar pradesh,79175,27861,4306,mathura,61.1299988,52.17909284
Pigeonpea,1.39,1.72,0.59600002,196,2017,12,uttar pradesh,136016,50349,22334,agra,49.1939996,17.90256009
Pigeonpea,1.4400001,1.78,0.70499998,197,2017,12,uttar pradesh,83825,33051,4412,mainpuri,109.7359982,83.43302191
Pigeonpea,4.1599998,3.1600001,2.931,198,2017,12,uttar pradesh,71089,28153,5522,etah,88.0319994,77.89130485
Pigeonpea,0.039999999,0.029999999,0.0040000002,199,2017,12,uttar pradesh,61248,18465,3575,bareilly,165.2480018,12.03570477
Pigeonpea,0.31,0.25,0.093000002,200,2017,12,uttar pradesh,70074,24426,4650,budaun,130.9540022,29.65036509
Pigeonpea,0.81,0.60000002,0.154,201,2017,12,uttar pradesh,77372,21815,4821,moradabad,179.42000000000002,0
Pigeonpea,0.31,0.28,0.31,202,2017,12,uttar pradesh,109135,34321,7757,shahjahanpur,158.2719998008,11.61206617
Pigeonpea,NA,NA,NA,203,2017,12,uttar pradesh,43952,12733,3917,pilibhit,198.3740006,2.866361171
Pigeonpea,NA,NA,NA,204,2017,12,uttar pradesh,26893,5349,1051,rampur,171.4759996,10.53140097
Pigeonpea,NA,NA,NA,205,2017,12,uttar pradesh,42398,14381,3426,bijnor,122.3579962,3.088438948
Pigeonpea,2.52,3.28,1.47,206,2017,12,uttar pradesh,97642,27112,10933,farrukhabad,126.05,30.89250522
Pigeonpea,5.3200002,9.6099997,0.44100001,207,2017,12,uttar pradesh,67862,27997,2552,etawah,90.1720002,24.0614579
Pigeonpea,12.86,29.030001,0.68000001,208,2017,12,uttar pradesh,124649,45131,7720,kanpur,NA,NA
Pigeonpea,17.469999,20.49,0.99599999,209,2017,12,uttar pradesh,49651,20660,2863,fatehpur,146.77599824,38.81640261
Pigeonpea,23.34,42.259998,0.51200002,210,2017,12,uttar pradesh,108387,39828,13191,allahabad,NA,NA
Pigeonpea,0.81999999,0.54000002,0,211,2017,12,uttar pradesh,66983,48399,2534,jhansi,93.5639984,0.582606933
Pigeonpea,3.3900001,5.8400002,0.018999999,213,2017,12,uttar pradesh,34091,17988,1110,jalaun,85.7319998,2.210888043
Pigeonpea,18.27,18.09,0,214,2017,12,uttar pradesh,33248,20580,1666,hamirpur,86.8080018,1.945764281
Pigeonpea,33.860001,48.84,0.064999998,215,2017,12,uttar pradesh,31565,19178,2047,banda,145.92000282,31.38010403
Pigeonpea,11.08,14.09,0.071999997,216,2017,12,uttar pradesh,87883,26904,4706,varanasi,144.740000604,66.12474406
Pigeonpea,7.3000002,5.0900002,0.13600001,218,2017,12,uttar pradesh,48177,17780,2322,jaunpur,156.512,74.5943704
Pigeonpea,5.3899999,6.8400002,0.079000004,219,2017,12,uttar pradesh,47591,18207,2463,ghazipur,140.3799994,35.3579145
Pigeonpea,6.6999998,7.8499999,0.18700001,220,2017,12,uttar pradesh,35302,15283,2455,ballia,145.73400236,8.71385202
Pigeonpea,3.3299999,1.8,0.086999997,221,2017,12,uttar pradesh,111370,33124,9619,gorakhpur,195.29400004,46.83190458
Pigeonpea,5.3499999,2.8900001,0.26800001,222,2017,12,uttar pradesh,62812,23174,5327,deoria,170.04400198,8.073508156
Pigeonpea,8.3199997,5.9099998,0.34099999,223,2017,12,uttar pradesh,88716,31875,7716,basti,177.62599799999998,8.208008697
Pigeonpea,6.9400001,5.96,0.33000001,224,2017,12,uttar pradesh,79550,30817,4398,azamgarh,185.6200022,71.83476231
Pigeonpea,0.75,0.88,0,225,2017,12,uttar pradesh,21074,9715,622,lucknow,146.58600078,91.83590103
Pigeonpea,2.45,2.8800001,0.064000003,226,2017,12,uttar pradesh,41140,16272,1593,unnao,121.9880026,84.79127544
Pigeonpea,6.73,5.5700002,0.12899999,227,2017,12,uttar pradesh,75823,30469,3511,rae-bareily,NA,NA
Pigeonpea,2.8699999,6.3099999,0.252,228,2017,12,uttar pradesh,88206,32282,7455,sitapur,165.54999877999998,45.14381337
Pigeonpea,1.62,1.91,0.018999999,229,2017,12,uttar pradesh,94914,35036,2807,hardoi,130.025999,25.28892102
Pigeonpea,0.87,1.02,0.176,230,2017,12,uttar pradesh,45798,15564,4193,kheri,207.45665858,14.0000795
Pigeonpea,4.5500002,3.45,0.324,231,2017,12,uttar pradesh,62705,23442,4158,faizabad,NA,NA
Pigeonpea,14.61,10.75,0.391,232,2017,12,uttar pradesh,60511,21845,5206,gonda,164.465998,0.79923882
Pigeonpea,5.3000002,3.53,0.134,233,2017,12,uttar pradesh,76222,28989,12216,bahraich,174.9880022,0
Pigeonpea,7.3099999,5.54,0.028000001,234,2017,12,uttar pradesh,50043,20285,2169,sultanpur,122.134,57.49787596
Pigeonpea,6.0999999,5.1799998,0.222,235,2017,12,uttar pradesh,28992,11866,4210,pratapgarh,136.840003,45.41164744
Pigeonpea,1.9299999,1.46,0.067000002,236,2017,12,uttar pradesh,57527,17469,2933,barabanki,150.32000182000002,44.39473326
Pigeonpea,NA,NA,NA,237,2017,16,uttarakhand,117390,15316,6314,nainital,215.013994,10.50496733
Pigeonpea,0.1,0.050000001,0,238,2017,16,uttarakhand,428,112,36,almorah,NA,NA
Pigeonpea,0.029999999,0.0099999998,0,239,2017,16,uttarakhand,475,127,43,pithorgarh,NA,NA
Pigeonpea,0.37,0.28999999,0,240,2017,16,uttarakhand,86,45,2,chamoli,170.34600200079998,0.127974096
Pigeonpea,0.44999999,0.41,0,241,2017,16,uttarakhand,137,149,33,uttar kashi,160.9479999998,0
Pigeonpea,1.54,1.75,0,242,2017,16,uttarakhand,75,33,2,tehri garhwal,207.869998,1.340415995
Pigeonpea,0.67000002,0.52999997,0,243,2017,16,uttarakhand,374,103,6,garhwal,NA,NA
Pigeonpea,0.31,0.27000001,0,244,2017,16,uttarakhand,3319,887,99,dehradun,229.258002,7.676887549
Pigeonpea,0.25999999,0.16,0,601,2017,17,assam,18845,6022,5409,cachar,509.721294,0
Pigeonpea,1.03,0.92000002,0,602,2017,17,assam,17159,5484,4925,darrang,197.176195,0
Pigeonpea,0.14,0.090000004,0,603,2017,17,assam,15212,4861,4367,dibrugarh,287.593998,0
Pigeonpea,1.1,0.89999998,0,604,2017,17,assam,30285,9638,8693,goalpara,430.12399800000003,0
Pigeonpea,0.68000001,0.69999999,0.078000002,605,2017,17,assam,27341,8737,7849,kamrup,277.94737,0.007592246
Pigeonpea,1.09,0.86000001,0,606,2017,17,assam,3226,1031,926,karbi anglong,NA,0
Pigeonpea,0.07,0.059999999,0,607,2017,17,assam,10347,3306,2966,lakhimpur,399.496768,0.421320792
Pigeonpea,0.55000001,0.46000001,0,609,2017,17,assam,15521,4960,4456,nagaon,222.210002,0
Pigeonpea,NA,NA,NA,626,2017,18,himachal pradesh,1915,107,45,bilashpur,NA,NA
Pigeonpea,NA,NA,NA,627,2017,18,himachal pradesh,1134,88,63,chamba,137.1840002,0
Pigeonpea,NA,NA,NA,629,2017,18,himachal pradesh,14180,2766,1409,kangra,238.060004,0.251895137
Pigeonpea,NA,NA,NA,630,2017,18,himachal pradesh,111,64,89,kinnaur,78.4819998,0
Pigeonpea,NA,NA,NA,631,2017,18,himachal pradesh,2786,1384,1882,kullu,144.2779987998,1.105313459
Pigeonpea,NA,NA,NA,632,2017,18,himachal pradesh,182,183,109,lahul & spiti,NA,NA
